medalist_name,sport_gender,medal,gender,sport
Semyon Poltavskiy,male_volleyball,bronze,male,Volleyball
Sergey Grankin,male_volleyball,bronze,male,Volleyball
Sergey Tetyukhin,male_volleyball,bronze,male,Volleyball
Sérgio Santos,male_volleyball,silver,male,Volleyball
Thomas Hoff,male_volleyball,gold,male,Volleyball
Vadim Khamuttskikh,male_volleyball,bronze,male,Volleyball
Yury Berezhko,male_volleyball,bronze,male,Volleyball
Carolina Albuquerque,female_volleyball,gold,female,Volleyball
Danielle Scott-Arruda,female_volleyball,silver,female,Volleyball
Fabiana Claudino,female_volleyball,gold,female,Volleyball
Fabiana de Oliveira,female_volleyball,gold,female,Volleyball
Feng Kun,female_volleyball,bronze,female,Volleyball
Fofão,female_volleyball,gold,female,Volleyball
Heather Bown,female_volleyball,silver,female,Volleyball
Jaqueline Carvalho,female_volleyball,gold,female,Volleyball
Jennifer Joines,female_volleyball,silver,female,Volleyball
Kim Glass,female_volleyball,silver,female,Volleyball
Kim Willoughby,female_volleyball,silver,female,Volleyball
Li Juan,female_volleyball,bronze,female,Volleyball
Lindsey Berg,female_volleyball,silver,female,Volleyball
Liu Yanan,female_volleyball,bronze,female,Volleyball
Logan Tom,female_volleyball,silver,female,Volleyball
Ma Yunwen,female_volleyball,bronze,female,Volleyball
Marianne Steinbrecher,female_volleyball,gold,female,Volleyball
Nicole Davis,female_volleyball,silver,female,Volleyball
Ogonna Nnamani,female_volleyball,silver,female,Volleyball
Paula Pequeno,female_volleyball,gold,female,Volleyball
Robyn Ah Mow-Santos,female_volleyball,silver,female,Volleyball
Sheilla Castro,female_volleyball,gold,female,Volleyball
Stacy Sykora,female_volleyball,silver,female,Volleyball
Tayyiba Haneef-Park,female_volleyball,silver,female,Volleyball
Thaísa Menezes,female_volleyball,gold,female,Volleyball
Valeska Menezes,female_volleyball,gold,female,Volleyball
Walewska Oliveira,female_volleyball,gold,female,Volleyball
Wang Yimei,female_volleyball,bronze,female,Volleyball
Wei Qiuyue,female_volleyball,bronze,female,Volleyball
Welissa Gonzaga,female_volleyball,gold,female,Volleyball
Xu Yunli,female_volleyball,bronze,female,Volleyball
Xue Ming,female_volleyball,bronze,female,Volleyball
Yang Hao,female_volleyball,bronze,female,Volleyball
Zhang Na,female_volleyball,bronze,female,Volleyball
Zhao Ruirui,female_volleyball,bronze,female,Volleyball
Zhou Suhong,female_volleyball,bronze,female,Volleyball
Adam Wright,male_water polo,silver,male,Water Polo
Aleksandar Ćirić,male_water polo,bronze,male,Water Polo
Aleksandar Šapić,male_water polo,bronze,male,Water Polo
Andrija Prlainović,male_water polo,bronze,male,Water Polo
Brandon Brooks,male_water polo,silver,male,Water Polo
Branko Peković,male_water polo,bronze,male,Water Polo
Dejan Savić,male_water polo,bronze,male,Water Polo
Denis Šefik,male_water polo,bronze,male,Water Polo
Duško Pijetlović,male_water polo,bronze,male,Water Polo
Dániel Varga,male_water polo,gold,male,Water Polo
Dénes Varga,male_water polo,gold,male,Water Polo
Filip Filipović,male_water polo,bronze,male,Water Polo
Gergely Kiss,male_water polo,gold,male,Water Polo
Gábor Kis,male_water polo,gold,male,Water Polo
István Gergely,male_water polo,gold,male,Water Polo
J. W. Krumpholz,male_water polo,silver,male,Water Polo
Jeff Powers,male_water polo,silver,male,Water Polo
Jesse Smith,male_water polo,silver,male,Water Polo
Layne Beaubien,male_water polo,silver,male,Water Polo
Merrill Moses,male_water polo,silver,male,Water Polo
Nikola Rađen,male_water polo,bronze,male,Water Polo
Norbert Hosnyánszky,male_water polo,gold,male,Water Polo
Norbert Madaras,male_water polo,gold,male,Water Polo
Peter Hudnut,male_water polo,silver,male,Water Polo
Peter Varellas,male_water polo,silver,male,Water Polo
Péter Biros,male_water polo,gold,male,Water Polo
Rick Merlo,male_water polo,silver,male,Water Polo
Ryan Bailey,male_water polo,silver,male,Water Polo
Slobodan Soro,male_water polo,bronze,male,Water Polo
Tamás Kásás,male_water polo,gold,male,Water Polo
Tamás Molnár,male_water polo,gold,male,Water Polo
Tamás Varga,male_water polo,gold,male,Water Polo
Tibor Benedek,male_water polo,gold,male,Water Polo
Tim Hutten,male_water polo,silver,male,Water Polo
Tony Azevedo,male_water polo,silver,male,Water Polo
Vanja Udovičić,male_water polo,bronze,male,Water Polo
Vladimir Vujasinović,male_water polo,bronze,male,Water Polo
Zoltán Szécsi,male_water polo,gold,male,Water Polo
Živko Gocić,male_water polo,bronze,male,Water Polo
Alette Sijbring,female_water polo,gold,female,Water Polo
Alicia McCormack,female_water polo,bronze,female,Water Polo
Alison Gregorka,female_water polo,silver,female,Water Polo
Amy Hetzel,female_water polo,bronze,female,Water Polo
Biurakn Hakhverdian,female_water polo,gold,female,Water Polo
Brenda Villa,female_water polo,silver,female,Water Polo
Brittany Hayes,female_water polo,silver,female,Water Polo
Bronwen Knox,female_water polo,bronze,female,Water Polo
Daniëlle de Bruijn,female_water polo,gold,female,Water Polo
Elizabeth Armstrong,female_water polo,silver,female,Water Polo
Elsie Windes,female_water polo,silver,female,Water Polo
Emma Knox,female_water polo,bronze,female,Water Polo
Gemma Beadsworth,female_water polo,bronze,female,Water Polo
Gillian van den Berg,female_water polo,gold,female,Water Polo
Heather Petri,female_water polo,silver,female,Water Polo
Iefke van Belkum,female_water polo,gold,female,Water Polo
Ilse van der Meijden,female_water polo,gold,female,Water Polo
Jaime Komer,female_water polo,silver,female,Water Polo
Jenna Santoromito,female_water polo,bronze,female,Water Polo
Jessica Steffens,female_water polo,silver,female,Water Polo
Kami Craig,female_water polo,silver,female,Water Polo
Kate Gynther,female_water polo,bronze,female,Water Polo
Lauren Wenger,female_water polo,silver,female,Water Polo
Marieke van den Ham,female_water polo,gold,female,Water Polo
Meike de Nooy,female_water polo,gold,female,Water Polo
Melissa Rippon,female_water polo,bronze,female,Water Polo
Mia Santoromito,female_water polo,bronze,female,Water Polo
Mieke Cabout,female_water polo,gold,female,Water Polo
Moriah van Norman,female_water polo,silver,female,Water Polo
Natalie Golda,female_water polo,silver,female,Water Polo
Nikita Cuffe,female_water polo,bronze,female,Water Polo
Noeki Klein,female_water polo,gold,female,Water Polo
Patty Cardenas,female_water polo,silver,female,Water Polo
Rebecca Rippon,female_water polo,bronze,female,Water Polo
Rianne Guichelaar,female_water polo,gold,female,Water Polo
Simone Koot,female_water polo,gold,female,Water Polo
Suzie Fraser,female_water polo,bronze,female,Water Polo
Taniele Gofers,female_water polo,bronze,female,Water Polo
Yasemin Smit,female_water polo,gold,female,Water Polo
Andrei Aramnau,male_weightlifting,gold,male,Weightlifting
Arsen Kasabiev,male_weightlifting,silver,male,Weightlifting
Diego Salazar,male_weightlifting,silver,male,Weightlifting
Dmitry Klokov,male_weightlifting,silver,male,Weightlifting
Eko Irawan,male_weightlifting,bronze,male,Weightlifting
Evgeny Chigishev,male_weightlifting,silver,male,Weightlifting
Gevorg Davtyan,male_weightlifting,bronze,male,Weightlifting
Hoang Anh Tuan,male_weightlifting,silver,male,Weightlifting
Jadier Valladares,male_weightlifting,bronze,male,Weightlifting
Li Hongli,male_weightlifting,silver,male,Weightlifting
Liao Hui,male_weightlifting,gold,male,Weightlifting
Long Qingquan,male_weightlifting,gold,male,Weightlifting
Lu Yong,male_weightlifting,gold,male,Weightlifting
Marcin Dołęga,male_weightlifting,bronze,male,Weightlifting
Matthias Steiner,male_weightlifting,gold,male,Weightlifting
Sa Jae-Hyouk,male_weightlifting,gold,male,Weightlifting
Szymon Kołecki,male_weightlifting,gold,male,Weightlifting
Tigran Vardan Martirosyan,male_weightlifting,silver,male,Weightlifting
Triyatno,male_weightlifting,bronze,male,Weightlifting
Vencelas Dabaya,male_weightlifting,silver,male,Weightlifting
Viktors Ščerbatihs,male_weightlifting,bronze,male,Weightlifting
Yoandry Hernández,male_weightlifting,bronze,male,Weightlifting
Yordanis Borrero,male_weightlifting,bronze,male,Weightlifting
Zhang Xiangxiang,male_weightlifting,gold,male,Weightlifting
Abeer Abdelrahman,female_weightlifting,bronze,female,Weightlifting
Alla Vazhenina,female_weightlifting,gold,female,Weightlifting
Chen Wei-ling,female_weightlifting,gold,female,Weightlifting
Chen Yanqing,female_weightlifting,gold,female,Weightlifting
Christine Girard,female_weightlifting,bronze,female,Weightlifting
Damaris Gabriela Aguirre Aldaz,female_weightlifting,bronze,female,Weightlifting
Ele Opeloge,female_weightlifting,silver,female,Weightlifting
Im Jyoung-Hwa,female_weightlifting,silver,female,Weightlifting
Jang Mi-ran,female_weightlifting,gold,female,Weightlifting
Leydi Solís,female_weightlifting,silver,female,Weightlifting
Lu Ying-chi,female_weightlifting,silver,female,Weightlifting
Lydia Valentín,female_weightlifting,silver,female,Weightlifting
Mariam Usman,female_weightlifting,bronze,female,Weightlifting
O Jong-ae,female_weightlifting,silver,female,Weightlifting
Oksana Slivenko,female_weightlifting,gold,female,Weightlifting
Pak Hyon-suk,female_weightlifting,gold,female,Weightlifting
Pensiri Laosirikul,female_weightlifting,bronze,female,Weightlifting
Prapawadee Jaroenrattanatarakoon,female_weightlifting,gold,female,Weightlifting
Raema Lisa Rumbewas,female_weightlifting,bronze,female,Weightlifting
Wandee Kameaim,female_weightlifting,bronze,female,Weightlifting
Yoon Jin-Hee,female_weightlifting,silver,female,Weightlifting
Andriy Stadnik,male_freestyle wrestling,silver,male,Freestyle Wrestling
Bakhtiyar Akhmedov,male_freestyle wrestling,gold,male,Freestyle Wrestling
Bazar Bazarguruev,male_freestyle wrestling,bronze,male,Freestyle Wrestling
Besik Kudukhov,male_freestyle wrestling,bronze,male,Freestyle Wrestling
Buvaisar Saitiev,male_freestyle wrestling,gold,male,Freestyle Wrestling
David Musuľbes,male_freestyle wrestling,silver,male,Freestyle Wrestling
Disney Rodríguez,male_freestyle wrestling,bronze,male,Freestyle Wrestling
Georgy Ketoyev,male_freestyle wrestling,bronze,male,Freestyle Wrestling
Gheorghiță Ștefan,male_freestyle wrestling,bronze,male,Freestyle Wrestling
Giorgi Gogshelidze,male_freestyle wrestling,silver,male,Freestyle Wrestling
Henry Cejudo,male_freestyle wrestling,gold,male,Freestyle Wrestling
Kenichi Yumoto,male_freestyle wrestling,silver,male,Freestyle Wrestling
Khetag Gazyumov,male_freestyle wrestling,bronze,male,Freestyle Wrestling
Kiril Terziev,male_freestyle wrestling,bronze,male,Freestyle Wrestling
Marid Mutalimov,male_freestyle wrestling,bronze,male,Freestyle Wrestling
Mavlet Batirov,male_freestyle wrestling,gold,male,Freestyle Wrestling
Michel Batista Martínez,male_freestyle wrestling,bronze,male,Freestyle Wrestling
Morad Mohammadi,male_freestyle wrestling,bronze,male,Freestyle Wrestling
Murad Gaidarov,male_freestyle wrestling,silver,male,Freestyle Wrestling
Otar Tushishvili,male_freestyle wrestling,bronze,male,Freestyle Wrestling
Radoslav Velikov,male_freestyle wrestling,bronze,male,Freestyle Wrestling
Ramazan Şahin,male_freestyle wrestling,gold,male,Freestyle Wrestling
Revaz Mindorashvili,male_freestyle wrestling,gold,male,Freestyle Wrestling
Shirvani Muradov,male_freestyle wrestling,gold,male,Freestyle Wrestling
Sushil Kumar,male_freestyle wrestling,bronze,male,Freestyle Wrestling
Taras Danko,male_freestyle wrestling,bronze,male,Freestyle Wrestling
Tomohiro Matsunaga,male_freestyle wrestling,silver,male,Freestyle Wrestling
Yusup Abdusalomov,male_freestyle wrestling,silver,male,Freestyle Wrestling
Agnieszka Wieszczek-Kordus,female_freestyle wrestling,bronze,female,Freestyle Wrestling
Alena Kartashova,female_freestyle wrestling,silver,female,Freestyle Wrestling
Carol Huynh,female_freestyle wrestling,gold,female,Freestyle Wrestling
Chiharu Icho,female_freestyle wrestling,silver,female,Freestyle Wrestling
Iryna Merleni,female_freestyle wrestling,bronze,female,Freestyle Wrestling
Jackeline Rentería,female_freestyle wrestling,bronze,female,Freestyle Wrestling
Kaori Icho,female_freestyle wrestling,gold,female,Freestyle Wrestling
Kyoko Hamaguchi,female_freestyle wrestling,bronze,female,Freestyle Wrestling
Mariya Stadnik,female_freestyle wrestling,bronze,female,Freestyle Wrestling
Randi Miller,female_freestyle wrestling,bronze,female,Freestyle Wrestling
Saori Yoshida,female_freestyle wrestling,gold,female,Freestyle Wrestling
Stanka Zlateva,female_freestyle wrestling,silver,female,Freestyle Wrestling
Tonya Verbeek,female_freestyle wrestling,bronze,female,Freestyle Wrestling
Wang Jiao,female_freestyle wrestling,gold,female,Freestyle Wrestling
Xu Li,female_freestyle wrestling,silver,female,Freestyle Wrestling
Yelena Shalygina,female_freestyle wrestling,bronze,female,Freestyle Wrestling
Adam Wheeler,male_greco-roman wrestling,bronze,male,Greco-Roman Wrestling
Andrea Minguzzi,male_greco-roman wrestling,gold,male,Greco-Roman Wrestling
Armen Vardanyan,male_greco-roman wrestling,bronze,male,Greco-Roman Wrestling
Aslanbek Khushtov,male_greco-roman wrestling,gold,male,Greco-Roman Wrestling
Chang Yongxiang,male_greco-roman wrestling,silver,male,Greco-Roman Wrestling
Christophe Guénot,male_greco-roman wrestling,bronze,male,Greco-Roman Wrestling
Islambek Albiev,male_greco-roman wrestling,gold,male,Greco-Roman Wrestling
Kanatbek Begaliev,male_greco-roman wrestling,silver,male,Greco-Roman Wrestling
Manuchar Kvirkvelia,male_greco-roman wrestling,gold,male,Greco-Roman Wrestling
Marek Švec,male_greco-roman wrestling,bronze,male,Greco-Roman Wrestling
Mijaín López,male_greco-roman wrestling,gold,male,Greco-Roman Wrestling
Mikhail Siamionau,male_greco-roman wrestling,bronze,male,Greco-Roman Wrestling
Mindaugas Mizgaitis,male_greco-roman wrestling,silver,male,Greco-Roman Wrestling
Mirko Englich,male_greco-roman wrestling,silver,male,Greco-Roman Wrestling
Nazmi Avluca,male_greco-roman wrestling,bronze,male,Greco-Roman Wrestling
Nazyr Mankiev,male_greco-roman wrestling,gold,male,Greco-Roman Wrestling
Nurbakyt Tengizbayev,male_greco-roman wrestling,silver,male,Greco-Roman Wrestling
Park Eun-Chul,male_greco-roman wrestling,bronze,male,Greco-Roman Wrestling
Roman Amoyan,male_greco-roman wrestling,bronze,male,Greco-Roman Wrestling
Rovshan Bayramov,male_greco-roman wrestling,silver,male,Greco-Roman Wrestling
Ruslan Tumenbaev,male_greco-roman wrestling,bronze,male,Greco-Roman Wrestling
Sheng Jiang,male_greco-roman wrestling,bronze,male,Greco-Roman Wrestling
Steeve Guénot,male_greco-roman wrestling,gold,male,Greco-Roman Wrestling
Yannick Szczepaniak,male_greco-roman wrestling,bronze,male,Greco-Roman Wrestling
Yavor Yanakiev,male_greco-roman wrestling,bronze,male,Greco-Roman Wrestling
Yury Patrikeyev,male_greco-roman wrestling,bronze,male,Greco-Roman Wrestling
Zoltán Fodor,male_greco-roman wrestling,silver,male,Greco-Roman Wrestling
